permno,ticker,name,weight,sector,MLScore,alt_alpha_score,SUEScore,ValueScore,RevMomScore,IntegratedScore,FinalScore,current_price
27633,R,RYDER SYSTEMS INC,0.009471153846153848,Other,0.008943182578560284,0.44308612546875886,0.9405857740585774,0.5917349351941324,-0.0809270904354052,0.6490704914436697,0.8229885057471265,258.5899963378906
16600,HSY,HERSHEY CO,0.009471153846153848,Consumer NonDurables,0.010960112132251308,-0.3862528174588418,0.9673640167364017,0.359114015976761,1.2353768090955732,0.8689040750183259,0.8206896551724138,181.97999572753906
13901,MO,ALTRIA GROUP INC,0.009471153846153848,Consumer NonDurables,0.010960112132251308,0.035235624918235925,0.9548117154811715,0.6808278867102396,0.0,0.6953534151922043,0.8197318007662836,65.02999877929688
20975,DAVE,DAVE INC,0.009471153846153848,Other,0.008114883737896834,1.3924575522641194,0.6786610878661088,0.5773626354242297,1.2353768090955732,0.7646796190015319,0.8180076628352491,310.0
12558,KMI,KINDER MORGAN INC,0.009471153846153848,Utilities,0.00899299603764321,-0.2621168672735973,0.8769874476987448,0.6019871420222093,1.2353768090955732,0.8799152435589768,0.814367816091954,31.479999542236328
13600,QLYS,QUALYS INC,0.009471153846153848,Other,0.010960112132251308,-0.178553493825029,0.9903765690376569,0.7177298630928951,0.0,0.7241395787439352,0.8116858237547893,188.30999755859375
20057,VTRS,VIATRIS INC,0.009471153846153848,Other,0.008996919409058253,0.3482512343393831,0.8732217573221758,0.7721229743775937,0.0,0.6733027101215951,0.8066091954022988,16.280000686645508
89753,FORM,FORMFACTOR INC,0.009471153846153848,Business Equipment,0.03111963024720795,2.3790933311857363,0.9615062761506277,0.17739689794536492,0.0,0.5731776763691865,0.8061302681992337,121.06999969482422
22199,COCO,VITA COCO CO INC,0.009471153846153848,Other,0.008204319155000651,0.8208615552455064,0.9326359832635983,0.37427705194014066,0.0,0.6065190537800144,0.8061302681992337,64.45999908447266
25661,ECG,EVERUS CONSTRUCTION GROUP INC,0.009471153846153848,Other,0.008204319155000651,1.1923951380476734,0.9196652719665271,0.4545686140512883,-0.0809270904354052,0.603272635007331,0.8047892720306513,134.47999572753906
75591,IEX,IDEX CORP,0.009471153846153848,Manufacturing,0.010960112132251308,0.1002001432229967,0.9569037656903766,0.5036241721264777,0.0,0.6522031141613266,0.8016283524904215,237.30999755859375
84636,WTFC,WINTRUST FINANCIAL CORP,0.009471153846153848,Finance,0.00899299603764321,-0.11473938430478392,0.7673640167364016,0.6753670194605668,1.2353768090955732,0.8379673258892772,0.800191570881226,162.10000610351562
16505,BPOP,POPULAR INC,0.009471153846153848,Finance,0.008114883737896834,0.13284808678309842,0.7121338912133891,0.6823671332650507,1.2353768090955732,0.8093407853027415,0.7975095785440613,174.83999633789062
14076,MUSA,MURPHY USA INC,0.009471153846153848,Shops,0.00899299603764321,0.044303026186287744,0.7305439330543934,0.6334339153227598,1.2353768090955732,0.8072330038297211,0.7961685823754789,544.219970703125
77526,RNST,RENASANT CORP,0.009471153846153848,Finance,0.008204319155000651,0.057227483397935916,0.7506276150627615,0.5155115511551155,1.2353768090955732,0.7887984378924124,0.7948275862068965,42.93000030517578
23517,DRS,LEONARDO DRS INC,0.009471153846153848,Other,0.008204319155000651,0.23089408023359184,0.9326359832635983,0.4628670109719477,0.0,0.6286665435379661,0.7938697318007664,44.65999984741211
93374,FAF,FIRST AMERICAN FINL CORP NEW,0.009471153846153848,Finance,0.010960112132251308,-0.09998906140176461,0.9506276150627615,0.7068108190129357,-0.0809270904354052,0.6833624749506717,0.792337164750958,71.69000244140625
76795,ZBRA,ZEBRA TECHNOLOGIES CORP,0.009471153846153848,Business Equipment,0.010960112132251308,-0.09934170460827953,0.9481171548117154,0.7135311629693653,-0.0809270904354052,0.6836618078017038,0.7919540229885058,383.05999755859375
81577,WAFD,WAFD INC,0.009471153846153848,Finance,0.008944400407323888,0.045231033180326126,0.9443514644351464,0.4916945487652214,0.0,0.642316942630636,0.7894636015325671,38.060001373291016
34032,MAS,MASCO CORP,0.009471153846153848,Manufacturing,0.009616733979870923,0.12477190391673751,0.8845188284518829,0.7859653925129374,-0.0809270904354052,0.6667912856896889,0.7894636015325669,76.13999938964844
10892,WSFS,WSFS FINANCIAL CORP,0.009471153846153848,Finance,0.00823324424155374,0.22140698467369627,0.6690376569037657,0.7560851257539546,1.2353768090955732,0.8040673545546744,0.7887931034482758,81.11000061035156
85059,FIX,COMFORT SYSTEMS USA INC,0.009471153846153848,Other,0.008462005480847551,1.5748762315360187,0.907112970711297,0.3647523984123889,-0.0809270904354052,0.5739148154072296,0.78544061302682,1688.050048828125
20161,CHRD,CHORD ENERGY CORP,0.009471153846153848,Other,0.009576070630073971,0.034063188261407994,0.6535564853556486,0.887857610424971,1.2353768090955732,0.8284958313709643,0.7837164750957855,139.22999572753906
38659,GNTX,GENTEX CORP,0.009471153846153848,Consumer Durables,0.009401745095199691,-0.13312205220089582,0.7196652719665272,0.816849816849817,1.2353768090955732,0.8471037156131589,0.7800766283524905,23.93000030517578
79499,INOD,INNODATA INC,0.009471153846153848,Business Equipment,0.008462005480847551,2.4037253213752727,0.8945606694560669,0.3171690536763856,0.0,0.5713006316199333,0.778544061302682,62.709999084472656
